CREDIT_LIMIT,NUM_TRANSACTIONS,TOTAL_VOLUME,TOTAL_VALUE,AVG_PRICE,ACCOUNT_ID,CLUSTER
-2.76554832619284,-1.2419326026923188,-1.2114448355534653,-0.8048833516494248,-0.7823130288610535,371138,2
-2.76554832619284,-1.2419326026923188,-1.2114448355534653,-0.8048833516494248,-0.7823130288610535,371138,2
0.1296182704419426,0.1896068225797842,0.0247421959295501,-0.1685823213811778,-0.2760812446701075,557378,0
0.1296182704419426,0.1896068225797842,0.0247421959295501,-0.1685823213811778,-0.2760812446701075,557378,0
0.1296182704419426,0.1896068225797842,0.0247421959295501,-0.1685823213811778,-0.2760812446701075,557378,0
0.1296182704419426,0.1896068225797842,0.0247421959295501,-0.1685823213811778,-0.2760812446701075,557378,0
0.1296182704419426,0.530449542882666,0.6041252506380471,1.4343946013939668,1.3053542980639803,198100,1
0.1296182704419426,0.530449542882666,0.6041252506380471,1.4343946013939668,1.3053542980639803,198100,1
0.1296182704419426,0.530449542882666,0.6041252506380471,1.4343946013939668,1.3053542980639803,198100,1
0.1296182704419426,0.2236910946100724,0.2344142607300896,1.4971713796164183,2.4261755069255786,674364,1
0.1296182704419426,1.1098821673975647,1.1598741222407956,3.43583847664987,1.8789030678835696,278603,1
0.1296182704419426,1.1098821673975647,1.1598741222407956,3.43583847664987,1.8789030678835696,278603,1
0.1296182704419426,-0.867005610359149,-0.940878159637283,0.0491505448587948,1.749238998563815,383777,2
0.1296182704419426,-0.867005610359149,-0.940878159637283,0.0491505448587948,1.749238998563815,383777,2
0.1296182704419426,-0.867005610359149,-0.940878159637283,0.0491505448587948,1.749238998563815,383777,2
0.1296182704419426,-0.867005610359149,-0.940878159637283,0.0491505448587948,1.749238998563815,383777,2
0.1296182704419426,-0.867005610359149,-0.940878159637283,0.0491505448587948,1.749238998563815,383777,2
-2.76554832619284,-1.5146067789346245,-1.5564781606474505,-0.8660786974462,-0.7557741867700888,794875,2
-2.76554832619284,-1.5146067789346245,-1.5564781606474505,-0.8660786974462,-0.7557741867700888,794875,2
0.1296182704419426,0.3941124547615133,0.1441598688239628,-0.1661457824710235,-0.3434151373862891,328304,0
