ds,yhat,yhat_lower,yhat_upper
1962-03-08,1.1875445381795495,-3.8397255311796625,6.168272675986049
1962-05-22,0.7675664418192691,-4.371640340220959,5.597116838288712
1962-06-21,1.0248921275605414,-4.253988122880164,6.101085684109307
1962-11-09,0.9458603829274643,-3.956958243176058,5.720360890532758
1963-01-23,1.1350056135657072,-3.7361912590526427,6.4365778474020825
1963-02-11,0.5569633739614005,-4.874233396204435,5.521641524952765
1963-02-21,0.8593916279333457,-4.379532337448232,5.8086388382398635
1963-03-28,0.785443432584519,-4.210228739015571,5.6121388050140935
1963-05-21,0.7826510938590587,-4.310943018145283,5.49349085798663
1963-05-23,0.8870597449931055,-4.318751834256973,6.289790134383434
1963-05-24,0.8635726097615625,-4.0007492131471505,5.789523903815992
1963-07-25,0.8504755833643206,-4.066109337368565,5.867165716788848
1963-08-07,0.7700509647424786,-4.718893037879513,5.935181481674981
1963-08-16,1.015908848707852,-4.112948600061885,6.21700953739153
1963-08-26,0.9162697919483034,-3.8981095663575083,6.128796657019988
1963-11-07,0.9735416272774001,-4.078026953536442,5.906393302789851
1963-12-02,0.8335321258304105,-4.190969081703479,6.010122336086053
1963-12-16,1.5167695925618272,-3.5870853660572655,6.6459908150230955
1964-01-23,1.3258385797104437,-3.707096746744603,6.38693354759676
1964-03-17,0.8095975028637394,-4.374467753038354,5.897515613242975
1964-04-07,1.0249207040445012,-3.8572688885988415,5.951176107868217
1964-04-27,0.8976076633936341,-3.753511210049718,5.974747900352501
1964-05-21,0.9022638093550216,-4.113000020304739,5.781645128819791
1964-05-25,0.8391855308931051,-4.079413381727018,5.676445034025889
1964-07-23,0.8668249978987668,-4.659708700821945,5.9221949881891165
1964-08-03,0.845797228845066,-4.459763750883326,5.6605652998005445
1964-08-04,0.8377631660077202,-4.084175916632413,5.770221863720409
1964-08-27,0.9786439678570005,-4.067732129118119,6.390630068653872
1964-08-31,0.798148354385372,-4.202933055087129,5.456607644417029
1964-10-01,1.2198477065520206,-3.8252478727233235,6.232584544130693
1964-10-12,0.8302348564218168,-4.114631139450115,5.357880937591859
1964-12-17,1.6450919382781313,-3.1073608621358013,6.7094363787172275
1965-01-20,1.181849162091294,-3.874719934156125,6.408507169290003
1965-02-04,0.876146228461798,-4.6444519074114625,5.829406171071147
1965-02-11,0.6716719386126867,-4.478962658126755,5.545582862923809
1965-02-12,0.641019491227125,-4.125393813153207,5.8288943276391905
1965-02-23,0.9198558388707274,-3.7831202884296444,5.897497713570731
1965-02-24,0.8935695098392482,-3.854544695377294,6.210713478764004
1965-03-08,1.1639082547975796,-3.6751786488336697,6.696730576383948
1965-04-22,1.123857738713732,-4.172808656673014,6.1054558261370335
1965-05-06,0.8768198288707452,-4.246680392929969,5.7442820183781444
1965-05-26,0.7728673125246109,-4.095046154807582,5.308911151389308
1965-06-02,0.815482093403352,-4.275022825674056,6.051165403966203
1965-06-21,1.0048525811924427,-4.0843983960021495,5.988199654754276
1965-06-24,1.057309823455346,-4.201735501622694,5.848618083841025
1965-07-20,0.7820603122074588,-4.196625548395072,5.512724703888194
1965-08-20,1.0689278109265217,-4.091432806537931,5.900112585860667
1965-10-01,1.2128887317214216,-4.109844777430243,5.956948326070402
1965-10-04,1.1333369347031517,-3.992338712089592,6.319303018317597
1965-10-15,0.793557214213503,-4.3790464858316,5.572074507545016
1965-10-25,0.6227347855234555,-4.416954585937633,5.676806224513848
1965-11-19,0.8495810665440048,-4.219462928625557,5.753778320238366
1965-12-03,0.9949352861546291,-4.144799013724205,5.920913641120167
1965-12-15,1.4549508890154008,-4.148416282353236,6.435802941034317
1965-12-30,1.3556726634972844,-3.5333184102895854,6.276306256101541
1966-01-11,1.1240818405753272,-4.111813538444208,6.461772479320443
1966-02-01,0.9574427085732161,-4.244282293803915,5.631072898832566
1966-02-17,0.7696565836621257,-4.250966546100547,5.558885580828213
1966-03-16,0.8313301323282143,-4.236274914919339,5.745603766348885
1966-03-29,0.7744546448811341,-4.560500420915808,5.8831243624957015
1966-04-05,0.9897270714121358,-3.6934244339688007,5.922654175105155
1966-04-19,1.1165763999242428,-4.214509597103154,5.972413414327244
1966-04-27,0.8596497308864827,-4.992229632360512,5.659864842452235
1966-05-03,0.8252934862794754,-4.10122681941943,6.0952038438173295
1966-05-18,0.7588529619517701,-4.241263531348402,5.766593827237491
1966-05-23,0.8695867860423039,-4.263189627905336,6.083004402614519
1966-05-31,0.8907576060701116,-4.004148189669525,5.760336053365752
1966-06-29,0.8485894419641018,-3.9101416333593724,5.805677003130414
1966-07-18,0.815282366665739,-4.09132732431453,5.956850139677907
1966-08-01,0.8660199571591276,-4.393967769135719,5.832308513756675
1966-08-24,0.9159840151663655,-4.080858564017599,5.651450522848551
1966-09-15,0.8162825909438203,-4.0703237730329205,5.94054046551292
1966-09-23,1.0597523145520844,-3.807503140459484,6.193623418634072
1966-09-27,1.113211496184168,-3.808421393823019,6.178043081455431
1966-10-14,0.8610248848203682,-4.05948677319398,5.637214344738471
1966-11-04,0.9524537045512275,-4.265697346537452,6.052560633231933
1966-11-28,0.7747169059402614,-4.459202982413617,5.963952043725781
1966-12-05,1.0562369253739519,-3.971080962379303,6.3697112620314735
1966-12-09,1.338364216892684,-3.8922923943612866,6.440815691499455
1966-12-20,1.591654380908386,-2.8751029964308983,6.70762812673299
1966-12-28,1.2936125833444594,-3.3812775996103026,6.396620400027853
1966-12-30,1.3576799758063838,-3.5702087805536022,6.6591522280798
1967-01-09,1.1353035169366672,-3.808799416509587,6.559719878046645
1967-01-24,1.2749373147514032,-3.7718802292498,5.928262121850324
1967-01-27,1.2712011999624435,-3.9009799795130142,5.81021667060747
1967-02-07,0.716254393609572,-4.34803153757252,5.954722127622433
1967-02-16,0.7540736001805369,-4.582432891275691,5.844684634435577
1967-02-21,0.8435031034524154,-4.080895701482771,5.771307385268924
1967-03-06,1.2396803987808716,-4.046438660170372,6.6220066459591465
1967-03-13,1.0652024863156178,-3.9769487957706224,5.972492904415513
1967-03-15,0.8989617887315722,-3.662807216500107,6.000793793628558
1967-03-22,0.6897949477094463,-4.650218802526618,5.434834747551808
1967-03-27,0.7723168474378763,-4.3607370431866075,5.657953132979436
